Country,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours),Loss Category,Loss per User ($),Period,Severity Score
Australia,2024,Phishing,Telecommunications,42.28,297456,Nation-state,Zero-day,VPN,20,Medium,142.14,2020 & After,0.373
Russia,2015,Ransomware,Government,2.73,465465,Nation-state,Unpatched Software,Encryption,60,Low,5.87,Before 2020,0.203
India,2023,Man-in-the-Middle,IT,58.9,24387,Hacker Group,Unpatched Software,Encryption,29,Medium,2415.22,2020 & After,0.363
France,2020,Man-in-the-Middle,Education,35.12,871001,Nation-state,Zero-day,Antivirus,39,Low,40.32,2020 & After,0.559
Brazil,2019,Malware,IT,8.31,989421,Unknown,Zero-day,Firewall,46,Low,8.4,Before 2020,0.446
France,2015,Phishing,Retail,84.86,190100,Nation-state,Zero-day,AI-based Detection,69,High,446.4,Before 2020,0.585
France,2018,SQL Injection,IT,63.56,3324,Unknown,Zero-day,Encryption,65,Medium,19121.54,Before 2020,0.383
UK,2024,Malware,Retail,33.24,851177,Insider,Unpatched Software,Encryption,53,Low,39.05,2020 & After,0.54
Russia,2015,Malware,Healthcare,35.11,477346,Unknown,Social Engineering,Firewall,8,Low,73.55,Before 2020,0.402
USA,2021,Malware,Healthcare,49.73,386686,Insider,Zero-day,AI-based Detection,7,Medium,128.61,2020 & After,0.453
Russia,2016,DDoS,Banking,87.62,922456,Insider,Zero-day,VPN,67,High,94.99,Before 2020,0.895
China,2021,DDoS,Telecommunications,84.09,954379,Insider,Social Engineering,VPN,59,High,88.11,2020 & After,0.886
Germany,2024,Phishing,Telecommunications,36.34,887186,Insider,Weak Passwords,Antivirus,8,Low,40.96,2020 & After,0.573
India,2018,Malware,Education,41.28,197323,Hacker Group,Social Engineering,Antivirus,47,Medium,209.2,Before 2020,0.327
India,2016,Malware,IT,34.78,294587,Unknown,Social Engineering,AI-based Detection,43,Low,118.06,Before 2020,0.327
UK,2022,Man-in-the-Middle,Telecommunications,88.71,191263,Hacker Group,Unpatched Software,Encryption,68,High,463.81,2020 & After,0.609
France,2017,Ransomware,Healthcare,88.79,332214,Nation-state,Social Engineering,Antivirus,16,High,267.27,Before 2020,0.666
China,2024,Man-in-the-Middle,Government,56.26,196531,Hacker Group,Zero-day,Firewall,45,Medium,286.27,2020 & After,0.416
Brazil,2021,SQL Injection,Banking,4.34,258021,Hacker Group,Unpatched Software,Encryption,46,Low,16.82,2020 & After,0.129
Russia,2021,Ransomware,Healthcare,85.65,920121,Unknown,Social Engineering,Antivirus,21,High,93.09,2020 & After,0.882
Australia,2021,SQL Injection,IT,4.52,971908,Unknown,Zero-day,AI-based Detection,16,Low,4.65,2020 & After,0.416
France,2017,Ransomware,IT,27.19,760590,Nation-state,Weak Passwords,Encryption,9,Low,35.75,Before 2020,0.468
UK,2023,Man-in-the-Middle,Government,45.16,569044,Hacker Group,Social Engineering,Antivirus,27,Medium,79.36,2020 & After,0.499
France,2021,SQL Injection,Government,2.3,841324,Unknown,Weak Passwords,Encryption,8,Low,2.73,2020 & After,0.35
Japan,2022,Malware,Government,71.54,668679,Unknown,Social Engineering,VPN,27,Medium,106.99,2020 & After,0.697
India,2022,SQL Injection,Banking,27.86,310150,Unknown,Unpatched Software,AI-based Detection,21,Low,89.83,2020 & After,0.291
Germany,2016,Man-in-the-Middle,IT,13.21,549414,Unknown,Social Engineering,Encryption,70,Low,24.04,Before 2020,0.299
Australia,2015,DDoS,Government,11.89,731839,Unknown,Zero-day,AI-based Detection,14,Low,16.25,Before 2020,0.364
Brazil,2023,SQL Injection,Healthcare,76.58,626352,Hacker Group,Social Engineering,Encryption,33,Medium,122.26,2020 & After,0.71
India,2022,DDoS,Banking,92.23,626017,Unknown,Unpatched Software,Antivirus,1,High,147.33,2020 & After,0.804
Australia,2019,DDoS,Telecommunications,70.7,172782,Unknown,Social Engineering,VPN,2,Medium,409.19,Before 2020,0.493
France,2021,Ransomware,Government,2.39,665023,Insider,Unpatched Software,Firewall,49,Low,3.59,2020 & After,0.28
Germany,2018,Man-in-the-Middle,Banking,89.87,15909,Nation-state,Zero-day,Antivirus,19,High,5649,Before 2020,0.546
UK,2023,Man-in-the-Middle,Banking,24.28,998547,Unknown,Weak Passwords,Antivirus,46,Low,24.32,2020 & After,0.545
Australia,2019,DDoS,IT,58.3,76358,Nation-state,Weak Passwords,Encryption,58,Medium,763.51,Before 2020,0.38
Germany,2024,Man-in-the-Middle,IT,84.19,89704,Hacker Group,Social Engineering,Antivirus,26,High,938.53,2020 & After,0.541
Russia,2024,Man-in-the-Middle,Education,72.02,191361,Hacker Group,Unpatched Software,AI-based Detection,11,Medium,376.36,2020 & After,0.509
Germany,2023,Man-in-the-Middle,Government,0.61,200862,Insider,Social Engineering,Encryption,13,Low,3.04,2020 & After,0.084
USA,2017,Malware,Government,89.49,4966,Hacker Group,Social Engineering,AI-based Detection,41,High,18020.54,Before 2020,0.539
Japan,2018,Phishing,Education,34.06,344674,Unknown,Weak Passwords,Antivirus,19,Low,98.82,Before 2020,0.342
USA,2020,Phishing,Government,37.66,449424,Unknown,Unpatched Software,Firewall,3,Low,83.8,2020 & After,0.406
Germany,2020,Phishing,Healthcare,69.2,162807,Hacker Group,Unpatched Software,Encryption,4,Medium,425.04,2020 & After,0.48
India,2024,DDoS,Banking,47.1,21292,Insider,Social Engineering,Antivirus,10,Medium,2212.1,2020 & After,0.291
Australia,2023,Malware,Banking,25.7,993215,Nation-state,Zero-day,AI-based Detection,56,Low,25.88,2020 & After,0.552
Australia,2017,DDoS,Banking,16.58,744201,Hacker Group,Zero-day,VPN,7,Low,22.28,Before 2020,0.397
Japan,2017,Phishing,Banking,61.33,762300,Nation-state,Social Engineering,VPN,20,Medium,80.45,Before 2020,0.673
France,2018,DDoS,Government,14.1,764003,Insider,Zero-day,AI-based Detection,43,Low,18.46,Before 2020,0.39
China,2019,DDoS,Banking,33.88,761910,Hacker Group,Zero-day,Antivirus,27,Low,44.47,Before 2020,0.508
France,2023,Ransomware,IT,87.45,296050,Insider,Weak Passwords,VPN,30,High,295.39,2020 & After,0.643
France,2020,Malware,Government,27.43,82853,Hacker Group,Social Engineering,Encryption,67,Low,331.07,2020 & After,0.198
Japan,2022,SQL Injection,Banking,34.03,700439,Insider,Zero-day,Encryption,41,Low,48.58,2020 & After,0.484
Russia,2022,SQL Injection,Retail,6.61,351048,Insider,Unpatched Software,VPN,57,Low,18.83,2020 & After,0.18
China,2020,Phishing,Retail,17.99,36963,Insider,Zero-day,VPN,54,Low,486.7,2020 & After,0.123
France,2021,Ransomware,IT,99.77,533151,Nation-state,Zero-day,Antivirus,43,High,187.13,2020 & After,0.812
Germany,2018,Man-in-the-Middle,Healthcare,61.93,62185,Nation-state,Social Engineering,Encryption,32,Medium,995.9,Before 2020,0.397
USA,2016,DDoS,Education,48.83,231299,Unknown,Unpatched Software,Encryption,58,Medium,211.11,Before 2020,0.386
UK,2017,SQL Injection,Retail,47.99,914365,Insider,Weak Passwords,Firewall,52,Medium,52.48,Before 2020,0.654
Japan,2024,Ransomware,Retail,47.44,696953,Nation-state,Zero-day,Firewall,54,Medium,68.07,2020 & After,0.564
Russia,2015,Malware,Education,24.47,977607,Hacker Group,Zero-day,AI-based Detection,62,Low,25.03,Before 2020,0.538
Australia,2020,Ransomware,Retail,71.03,91228,Hacker Group,Social Engineering,Antivirus,22,Medium,778.6,2020 & After,0.463
China,2016,Phishing,Government,59.95,417253,Insider,Weak Passwords,VPN,16,Medium,143.68,Before 2020,0.527
France,2021,Man-in-the-Middle,Government,44.03,60431,Hacker Group,Weak Passwords,AI-based Detection,59,Medium,728.6,2020 & After,0.288
Japan,2016,Man-in-the-Middle,Healthcare,44.69,567209,Hacker Group,Social Engineering,Antivirus,1,Medium,78.79,Before 2020,0.495
France,2015,SQL Injection,IT,70.18,596168,Nation-state,Zero-day,Encryption,15,Medium,117.72,Before 2020,0.66
Japan,2024,Malware,Telecommunications,49.88,437357,Unknown,Weak Passwords,AI-based Detection,56,Medium,114.05,2020 & After,0.474
Australia,2016,Ransomware,IT,43.88,588421,Nation-state,Unpatched Software,Encryption,72,Medium,74.57,Before 2020,0.499
UK,2017,Phishing,IT,57.17,477292,Nation-state,Social Engineering,AI-based Detection,18,Medium,119.78,Before 2020,0.534
Germany,2018,Phishing,Education,16.76,163839,Insider,Social Engineering,Encryption,19,Low,102.3,Before 2020,0.166
UK,2024,SQL Injection,IT,65.06,922676,Unknown,Zero-day,VPN,6,Medium,70.51,2020 & After,0.76
UK,2023,Malware,Education,34.66,941720,Nation-state,Zero-day,Antivirus,71,Low,36.8,2020 & After,0.585
Germany,2019,Phishing,Government,49.71,647613,Unknown,Social Engineering,Antivirus,53,Medium,76.76,Before 2020,0.557
Australia,2016,Ransomware,Telecommunications,27.17,429456,Hacker Group,Social Engineering,VPN,28,Low,63.27,Before 2020,0.335
India,2020,Phishing,Government,85.73,340643,Unknown,Zero-day,Firewall,72,High,251.67,2020 & After,0.651
France,2021,Malware,Education,55.66,21833,Hacker Group,Zero-day,Encryption,2,Medium,2549.35,2020 & After,0.343
Japan,2018,Phishing,Education,3.6,598297,Insider,Social Engineering,VPN,49,Low,6.02,Before 2020,0.261
Australia,2023,Phishing,Retail,78.28,92925,Insider,Zero-day,VPN,53,Medium,842.4,2020 & After,0.507
Germany,2020,SQL Injection,Retail,70.09,98500,Hacker Group,Unpatched Software,Antivirus,30,Medium,711.57,2020 & After,0.46
Japan,2020,SQL Injection,IT,64.56,820070,Hacker Group,Weak Passwords,Encryption,70,Medium,78.72,2020 & After,0.716
UK,2024,Phishing,Banking,66.65,170892,Unknown,Zero-day,AI-based Detection,47,Medium,390.01,2020 & After,0.468
Brazil,2024,Ransomware,Healthcare,60.13,887531,Hacker Group,Social Engineering,Encryption,51,Medium,67.75,2020 & After,0.716
Australia,2024,DDoS,IT,57.81,179507,Insider,Weak Passwords,VPN,8,Medium,322.05,2020 & After,0.419
Russia,2023,DDoS,Banking,78.71,315219,Unknown,Social Engineering,Antivirus,30,Medium,249.7,2020 & After,0.598
USA,2016,Phishing,Government,63.35,223827,Insider,Zero-day,Antivirus,21,Medium,283.03,Before 2020,0.47
France,2016,DDoS,Healthcare,47.01,254371,Unknown,Zero-day,Antivirus,13,Medium,184.81,Before 2020,0.384
Japan,2023,DDoS,Government,67.59,839088,Unknown,Unpatched Software,VPN,62,Medium,80.55,2020 & After,0.741
China,2017,DDoS,IT,17.49,394109,Unknown,Unpatched Software,AI-based Detection,37,Low,44.38,Before 2020,0.263
France,2019,DDoS,IT,75.84,877224,Unknown,Unpatched Software,Encryption,57,Medium,86.45,Before 2020,0.806
Japan,2020,Phishing,Telecommunications,91.52,846884,Nation-state,Social Engineering,AI-based Detection,42,High,108.07,2020 & After,0.888
UK,2020,Malware,IT,44.05,100972,Nation-state,Unpatched Software,Antivirus,54,Medium,436.26,2020 & After,0.305
UK,2017,DDoS,Education,40.18,148447,Insider,Zero-day,AI-based Detection,39,Medium,270.67,Before 2020,0.301
France,2017,SQL Injection,IT,44.56,698908,Nation-state,Zero-day,Antivirus,32,Medium,63.76,Before 2020,0.547
India,2022,SQL Injection,Government,53.89,633626,Nation-state,Social Engineering,Antivirus,54,Medium,85.05,2020 & After,0.577
Germany,2021,Malware,Government,88.01,334748,Unknown,Zero-day,Encryption,5,High,262.91,2020 & After,0.662
China,2023,Phishing,Banking,55.94,383589,Unknown,Weak Passwords,Firewall,7,Medium,145.83,2020 & After,0.489
Germany,2018,Ransomware,Education,90.48,901880,Unknown,Social Engineering,VPN,16,High,100.32,Before 2020,0.904
Russia,2018,SQL Injection,Education,40.59,598151,Nation-state,Unpatched Software,AI-based Detection,34,Medium,67.86,Before 2020,0.483
France,2016,DDoS,Banking,77.29,120341,Nation-state,Zero-day,VPN,45,Medium,642.26,Before 2020,0.512
Australia,2023,Phishing,Government,91.02,305005,Hacker Group,Zero-day,Firewall,71,High,298.42,2020 & After,0.668
Germany,2024,Man-in-the-Middle,Retail,46.41,494622,Hacker Group,Social Engineering,VPN,37,Medium,93.83,2020 & After,0.476
Germany,2021,SQL Injection,Banking,69.07,264662,Insider,Social Engineering,AI-based Detection,46,Medium,260.97,2020 & After,0.52
India,2021,SQL Injection,Healthcare,2.3,942089,Insider,Unpatched Software,VPN,39,Low,2.44,2020 & After,0.391
France,2016,Man-in-the-Middle,Education,33.45,779870,Nation-state,Zero-day,Firewall,6,Low,42.89,Before 2020,0.513
UK,2015,Phishing,IT,15.27,407233,Insider,Unpatched Software,Antivirus,72,Low,37.5,Before 2020,0.255
Russia,2019,Malware,Banking,98.59,148622,Nation-state,Weak Passwords,Firewall,6,High,663.36,Before 2020,0.651
Brazil,2023,Ransomware,Healthcare,30.45,480773,Hacker Group,Weak Passwords,Encryption,52,Low,63.34,2020 & After,0.375
UK,2023,Malware,IT,22.24,946994,Unknown,Zero-day,VPN,13,Low,23.48,2020 & After,0.512
Japan,2015,Malware,Retail,9.75,559143,Nation-state,Social Engineering,VPN,69,Low,17.44,Before 2020,0.282
Brazil,2017,Man-in-the-Middle,Education,67.55,287646,Nation-state,Social Engineering,VPN,68,Medium,234.84,Before 2020,0.52
China,2019,SQL Injection,Retail,26.97,19575,Insider,Zero-day,AI-based Detection,1,Low,1377.78,Before 2020,0.17
China,2015,Malware,Retail,73.45,701505,Hacker Group,Social Engineering,Antivirus,36,Medium,104.7,Before 2020,0.721
China,2021,Ransomware,Retail,40.01,998728,Unknown,Weak Passwords,AI-based Detection,68,Medium,40.06,2020 & After,0.64
France,2021,SQL Injection,Telecommunications,52.67,434504,Unknown,Social Engineering,AI-based Detection,46,Medium,121.22,2020 & After,0.49
Australia,2021,Ransomware,Retail,61.46,860546,Unknown,Zero-day,AI-based Detection,22,Medium,71.42,2020 & After,0.713
Brazil,2020,SQL Injection,Education,62.72,827349,Nation-state,Unpatched Software,VPN,68,Medium,75.81,2020 & After,0.707
Japan,2018,DDoS,IT,2.65,145427,Nation-state,Social Engineering,VPN,28,Low,18.22,Before 2020,0.074
Russia,2022,Malware,Government,33.8,613718,Unknown,Unpatched Software,AI-based Detection,60,Low,55.07,2020 & After,0.448
Australia,2018,Phishing,IT,61.47,239301,Unknown,Social Engineering,Antivirus,22,Medium,256.87,Before 2020,0.465
China,2017,Phishing,Education,16.82,848597,Hacker Group,Weak Passwords,AI-based Detection,11,Low,19.82,Before 2020,0.44
Japan,2020,Man-in-the-Middle,Banking,73.85,278424,Nation-state,Zero-day,Encryption,9,Medium,265.24,2020 & After,0.555
Russia,2015,DDoS,Government,97.4,23096,Unknown,Weak Passwords,Firewall,38,High,4217.18,Before 2020,0.594
Russia,2022,Phishing,Education,33.49,68371,Nation-state,Unpatched Software,Firewall,57,Low,489.83,2020 & After,0.228
China,2023,Ransomware,Healthcare,62.21,534686,Insider,Unpatched Software,AI-based Detection,44,Medium,116.35,2020 & After,0.587
China,2019,Man-in-the-Middle,Education,75.86,985505,Unknown,Social Engineering,Encryption,26,Medium,76.98,Before 2020,0.85
USA,2015,DDoS,Banking,98.39,306320,Insider,Unpatched Software,AI-based Detection,41,High,321.2,Before 2020,0.713
Japan,2023,DDoS,Government,17.69,799380,Unknown,Weak Passwords,AI-based Detection,57,Low,22.13,2020 & After,0.426
USA,2023,DDoS,IT,55.14,529551,Unknown,Zero-day,VPN,61,Medium,104.13,2020 & After,0.543
Australia,2024,DDoS,IT,82.49,102295,Unknown,Weak Passwords,VPN,46,High,806.39,2020 & After,0.536
Australia,2022,Phishing,Banking,64.07,800131,Unknown,Zero-day,AI-based Detection,69,Medium,80.07,2020 & After,0.705
UK,2015,Ransomware,Banking,32,712739,Nation-state,Weak Passwords,Antivirus,17,Low,44.9,Before 2020,0.477
Russia,2018,Phishing,Telecommunications,39.15,814119,Hacker Group,Weak Passwords,Firewall,64,Low,48.09,Before 2020,0.561
India,2018,SQL Injection,Education,12.44,599905,Nation-state,Social Engineering,VPN,13,Low,20.74,Before 2020,0.315
France,2017,DDoS,Healthcare,5.07,65117,Unknown,Social Engineering,Firewall,3,Low,77.86,Before 2020,0.056
USA,2023,Phishing,Telecommunications,6.18,591348,Nation-state,Weak Passwords,Encryption,55,Low,10.45,2020 & After,0.274
Japan,2023,Phishing,Retail,55.7,53447,Insider,Unpatched Software,AI-based Detection,43,Medium,1042.15,2020 & After,0.356
Germany,2024,Malware,IT,47.13,471379,Unknown,Unpatched Software,AI-based Detection,67,Medium,99.98,2020 & After,0.471
Russia,2017,SQL Injection,Banking,76.84,883919,Hacker Group,Social Engineering,VPN,8,Medium,86.93,Before 2020,0.815
Germany,2021,Malware,Telecommunications,78.46,606940,Insider,Social Engineering,AI-based Detection,32,Medium,129.27,2020 & After,0.714
India,2018,Man-in-the-Middle,Healthcare,56.88,416331,Hacker Group,Unpatched Software,Encryption,62,Medium,136.62,Before 2020,0.508
Russia,2019,Phishing,Banking,58.38,826778,Insider,Zero-day,AI-based Detection,59,Medium,70.61,Before 2020,0.681
China,2022,Ransomware,Healthcare,71.36,712697,Insider,Unpatched Software,AI-based Detection,39,Medium,100.13,2020 & After,0.713
UK,2023,Man-in-the-Middle,Government,48.19,450891,Nation-state,Social Engineering,Encryption,32,Medium,106.88,2020 & After,0.47
Russia,2016,Phishing,Healthcare,13.91,600700,Hacker Group,Zero-day,Firewall,28,Low,23.16,Before 2020,0.324
Brazil,2019,DDoS,Education,44.51,119319,Nation-state,Zero-day,Firewall,9,Medium,373.03,Before 2020,0.315
UK,2017,Ransomware,Healthcare,55.45,490818,Hacker Group,Unpatched Software,VPN,65,Medium,112.97,Before 2020,0.529
Germany,2024,Ransomware,Telecommunications,17.92,155170,Insider,Zero-day,VPN,15,Low,115.49,2020 & After,0.17
France,2017,Malware,Healthcare,41.37,783899,Hacker Group,Social Engineering,AI-based Detection,29,Medium,52.77,Before 2020,0.562
China,2020,Malware,Healthcare,24.78,275619,Nation-state,Weak Passwords,Antivirus,4,Low,89.91,2020 & After,0.259
India,2024,SQL Injection,IT,8.85,746862,Nation-state,Unpatched Software,Encryption,51,Low,11.85,2020 & After,0.352
India,2024,SQL Injection,Government,28.13,244429,Hacker Group,Zero-day,AI-based Detection,8,Low,115.08,2020 & After,0.267
Russia,2016,SQL Injection,Government,52.59,287446,Hacker Group,Unpatched Software,Encryption,56,Medium,182.96,Before 2020,0.431
France,2023,DDoS,Retail,79.86,966469,Nation-state,Social Engineering,Antivirus,43,Medium,82.63,2020 & After,0.866
Australia,2021,DDoS,IT,47.83,126709,Unknown,Weak Passwords,Antivirus,45,Medium,377.48,2020 & After,0.338
Brazil,2019,Malware,IT,54.26,883977,Nation-state,Unpatched Software,Antivirus,47,Medium,61.38,Before 2020,0.679
Australia,2023,SQL Injection,Retail,78.57,805183,Unknown,Weak Passwords,VPN,37,Medium,97.58,2020 & After,0.794
Australia,2021,Malware,Telecommunications,77.63,434446,Unknown,Social Engineering,Encryption,28,Medium,178.69,2020 & After,0.64
France,2019,Ransomware,Education,2.27,63872,Nation-state,Unpatched Software,Firewall,55,Low,35.54,Before 2020,0.039
France,2022,Ransomware,Education,59,131307,Hacker Group,Weak Passwords,AI-based Detection,46,Medium,449.33,2020 & After,0.407
Australia,2018,DDoS,Telecommunications,25.07,732072,Hacker Group,Social Engineering,Firewall,35,Low,34.25,Before 2020,0.443
India,2016,Ransomware,IT,43.65,340213,Nation-state,Zero-day,Antivirus,15,Medium,128.3,Before 2020,0.398
China,2021,Phishing,Retail,41.97,617987,Insider,Social Engineering,Antivirus,23,Medium,67.91,2020 & After,0.499
India,2024,Malware,Government,56.13,629293,Insider,Weak Passwords,VPN,69,Medium,89.2,2020 & After,0.589
Russia,2019,SQL Injection,Healthcare,92.69,979308,Nation-state,Social Engineering,Firewall,10,High,94.65,Before 2020,0.948
France,2024,Phishing,Healthcare,14.38,278126,Unknown,Social Engineering,Antivirus,30,Low,51.7,2020 & After,0.198
USA,2016,Man-in-the-Middle,Banking,57.26,852868,Unknown,Unpatched Software,Firewall,8,Medium,67.14,Before 2020,0.685
Brazil,2019,Phishing,Retail,35.61,43771,Nation-state,Zero-day,Encryption,49,Low,813.55,Before 2020,0.231
China,2015,SQL Injection,Education,40.68,90689,Nation-state,Weak Passwords,Antivirus,40,Medium,448.57,Before 2020,0.28
France,2024,SQL Injection,Healthcare,31.91,931787,Hacker Group,Unpatched Software,Firewall,15,Low,34.25,2020 & After,0.564
